,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
21,0.079837255,0.12733153,-0.1306639,0.0117694475,0.04369303,-0.101437375,0.050745673,0.08606424,0.0052932766,-0.06578277,0.02609123,-0.0888949,0.072877295,-0.03892195,-0.15174466,-0.11176122,0.016834036,-0.057930667,0.070069484,-0.08721252,-0.05774878,-0.09810183,-0.01847954,0.06278329,-0.028858928,-0.04637812,-0.1085064,-0.090368606,-0.021766514,-0.11490491,0.10182833,-0.17110372
22,0.14740258,0.14029036,-0.13551252,0.15109308,0.102212355,-0.063408054,-0.09240521,0.012359784,0.09949954,0.111597694,0.06531437,-0.1371703,0.05384067,0.17574471,-0.14626883,-0.049172092,-0.08493878,-0.13144742,0.04888896,0.11537151,-0.097580224,-0.07877919,-0.101966165,0.006705549,0.0018016123,0.09399704,-0.096634835,-0.009207677,0.15544823,-0.05279596,0.05758492,0.017783055
23,-0.10110289,0.115809835,0.13677944,-0.02991321,-0.028014971,-0.11480092,-0.14801224,-0.018913664,-0.17202562,0.034005437,0.02051407,0.033287138,-0.086600535,-0.13487285,-0.08349929,0.14432287,0.17713386,-0.062084813,0.06402147,-0.200712,0.085706554,-0.075886115,-0.05902981,0.16128013,0.019570189,0.06112823,0.2029658,0.11519038,0.11654312,-0.1085081,-0.11268074,-0.16247572
24,-0.14876889,-0.09270441,-0.09123887,0.062087085,-0.059169315,-0.057614803,0.030885564,0.15999696,0.06757067,-0.11672707,-0.11905926,0.13046324,-0.08862519,-0.15040196,0.037946835,0.0734861,0.15567732,0.13957225,0.13627577,0.058275282,-0.1596794,-0.005320592,0.10102412,-0.01415485,0.13731654,-0.078202024,-0.037927512,0.12951048,0.033575885,-0.10912783,0.057207126,-0.105188906
25,-0.15287435,0.11677194,-0.06906478,0.071635425,-0.15550463,0.14467396,-0.12700222,0.096212834,-0.01824502,-0.11246087,0.027692974,-0.15069419,-0.10895606,-0.15765934,-0.06530623,0.08453011,-0.053501308,-0.005138496,0.07781786,0.15444545,-0.0742845,-0.14926143,-0.15733555,0.09094695,-0.17389213,-0.153,0.031659417,0.15300162,0.059554167,0.15487194,-0.099934675,0.11988006
26,-0.048403047,-0.12479748,-0.046787456,0.10879203,-0.13191181,-0.09881739,0.14081347,-0.14805521,-0.07838783,-0.08941976,0.12800814,-0.042358216,0.059715353,0.006264686,0.114184946,-0.13627157,0.062186245,0.024913343,-0.10802346,0.06734036,-0.14679866,0.06103387,0.16835304,0.01866039,-0.058479186,-0.046949096,-0.08443886,-0.1601297,-0.0043183654,-0.15927806,-0.17475075,-0.16204894
27,-0.08471672,-0.028033776,-0.16082238,-0.00543198,-0.13947801,-0.042576756,0.019933432,-0.14049481,0.102243595,0.12243007,-0.13874398,0.045301475,0.09448196,0.13211584,0.05428877,-0.110252656,0.007135781,0.15776747,0.15971483,-0.033090822,-0.12083499,-0.10485005,0.09749489,-0.023668122,0.16698256,0.018991897,0.11570176,0.14027826,0.16346619,-0.013334006,0.114923194,0.16336517
28,0.09001062,0.17207676,-0.064416446,-0.030481858,0.14403655,0.15557188,0.12744871,0.1599105,-0.10110854,0.052240506,0.045426875,0.09202979,0.044236757,0.17263977,0.03132446,-0.011060115,-0.17035468,-0.14372902,0.026084702,-0.13350195,-0.16771345,0.072209276,-0.04256631,-0.1289056,-0.04575411,-0.04417373,0.042848792,0.0763906,0.03221105,-0.07638104,0.15682779,0.021200066
29,0.14892672,0.08970163,-0.035350416,-0.034365095,-0.08709962,-0.13638918,0.11985792,0.09380682,-0.114358276,0.07499507,-0.101708144,0.005805643,-0.07778207,-0.01912837,0.18855838,-0.013472177,0.10409034,-0.09912917,-0.17651525,-0.13209584,-0.06319054,0.0026932477,-0.009967529,-0.11478276,-0.05647851,-0.13223307,0.07938721,0.13117857,0.02914427,0.007878216,0.073870674,0.008984298
30,0.002566849,0.19971882,0.14389293,-0.13223323,-0.1493153,-0.17198358,-0.12966661,0.15442455,0.07583197,-0.1721121,0.095500246,0.11604986,0.09066953,-0.038983494,-0.1196909,0.13686961,-0.0260161,-0.009780835,0.01936831,0.18251519,0.036054667,0.070312575,0.03024231,0.027075786,-0.042643603,0.0889263,-0.17513146,0.067013375,0.10097954,0.049690414,-0.024700725,-0.09625726
31,-0.08403021,0.14450452,-0.16137452,0.14897151,0.1334062,0.11792559,0.020107137,-0.056432515,-0.1589476,0.15840691,0.012789203,0.035223152,-0.087916665,0.05526005,0.04302423,-0.018358177,-0.16526785,-0.13046628,0.036503624,-0.06575942,0.068352595,-0.1313484,-0.05187143,-0.100170396,-0.15955499,-0.06770548,0.20388731,-0.15344717,-0.13189723,-0.029858872,0.16536742,-0.14401254
